categoria,WEEK_NO,n_observacoes,pct_display,pct_mailer,pct_promo_qualquer,semana_ciclo,mes_aprox
agua,9,3697,87.4,25.9,100.0,9,2
agua,10,5282,59.1,58.7,100.0,10,3
agua,11,5331,61.5,58.3,100.0,11,3
agua,12,4894,77.8,33.2,100.0,12,3
agua,13,3470,100.0,0.0,100.0,13,3
agua,14,4440,69.3,41.7,100.0,14,3
agua,15,3255,90.9,22.8,100.0,15,4
agua,16,2864,86.7,25.9,100.0,16,4
agua,17,3474,87.2,33.0,100.0,17,4
agua,18,3204,95.7,26.7,100.0,18,4
agua,19,3177,92.6,47.1,100.0,19,5
agua,20,2849,100.0,0.0,100.0,20,5
agua,21,3127,100.0,0.0,100.0,21,5
agua,22,3228,95.4,9.0,100.0,22,5
agua,23,3316,94.3,5.7,100.0,23,6
agua,24,3419,93.9,15.6,100.0,24,6
agua,25,3959,88.3,40.4,100.0,25,6
agua,26,3230,97.6,13.3,100.0,26,6
agua,27,3284,91.2,8.8,100.0,27,6
agua,28,3081,92.8,10.6,100.0,28,7
agua,29,5211,58.1,56.9,100.0,29,7
agua,30,4881,63.1,47.6,100.0,30,7
agua,31,3088,100.0,0.0,100.0,31,7
agua,32,3356,85.4,18.2,100.0,32,8
agua,33,2568,100.0,0.0,100.0,33,8
agua,34,3191,87.2,35.3,100.0,34,8
agua,35,2844,96.1,30.1,100.0,35,8
agua,36,2927,86.8,13.8,100.0,36,9
agua,37,2766,78.3,34.5,100.0,37,9
agua,38,2673,82.4,42.3,100.0,38,9
agua,39,2125,100.0,0.0,100.0,39,9
agua,40,2268,88.4,12.0,100.0,40,9
agua,41,2385,79.2,29.7,100.0,41,10
agua,42,2178,100.0,0.0,100.0,42,10
agua,43,3441,88.6,39.8,100.0,43,10
agua,44,2993,100.0,0.0,100.0,44,10
agua,45,3141,93.5,16.4,100.0,45,11
agua,46,3407,79.6,32.9,100.0,46,11
agua,47,2840,88.9,18.5,100.0,47,11
agua,48,2624,87.4,40.8,100.0,48,11
agua,49,2766,91.3,11.3,100.0,49,12
agua,50,2851,88.6,13.7,100.0,50,12
agua,51,3278,89.2,12.5,100.0,51,12
agua,52,3324,95.2,13.0,100.0,52,12
agua,53,5653,63.5,66.6,100.0,1,1
agua,54,3517,85.4,24.0,100.0,2,1
agua,55,3562,84.2,28.6,100.0,3,1
agua,56,2908,100.0,0.0,100.0,4,1
agua,57,3354,91.1,18.4,100.0,5,1
agua,58,3174,94.0,6.0,100.0,6,2
agua,59,3461,100.0,0.0,100.0,7,2
agua,60,3858,89.8,22.4,100.0,8,2
agua,61,5455,66.0,69.8,100.0,9,2
agua,62,3415,96.7,25.8,100.0,10,3
agua,63,3618,92.8,30.3,100.0,11,3
agua,64,3541,100.0,0.0,100.0,12,3
agua,65,3362,93.3,26.2,100.0,13,3
agua,66,3462,99.7,0.5,100.0,14,3
agua,67,3592,93.3,24.5,100.0,15,4
agua,68,3790,94.5,23.0,100.0,16,4
agua,69,3244,95.8,13.4,100.0,17,4
agua,70,3875,95.6,14.1,100.0,18,4
agua,71,3760,87.9,36.6,100.0,19,5
agua,72,3135,100.0,0.0,100.0,20,5
agua,73,4192,80.5,25.5,100.0,21,5
agua,74,3894,84.0,22.6,100.0,22,5
agua,75,5624,60.0,52.3,100.0,23,6
agua,76,3363,96.2,13.0,100.0,24,6
agua,77,3261,94.8,13.4,100.0,25,6
agua,78,3906,77.9,29.8,100.0,26,6
agua,79,3372,87.3,16.5,100.0,27,6
agua,80,3242,96.3,4.8,100.0,28,7
agua,81,3674,82.0,28.7,100.0,29,7
agua,82,4220,84.4,24.8,100.0,30,7
agua,83,5195,68.1,56.2,100.0,31,7
agua,84,3703,95.5,4.5,100.0,32,8
agua,85,3395,90.9,32.7,100.0,33,8
agua,86,3143,81.2,27.7,100.0,34,8
agua,87,2343,93.4,6.6,100.0,35,8
agua,88,1975,100.0,0.0,100.0,36,9
agua,89,3654,62.0,64.3,100.0,37,9
agua,90,2207,100.0,0.0,100.0,38,9
agua,91,2758,80.4,24.8,100.0,39,9
agua,92,2219,88.6,11.6,100.0,40,9
agua,93,3053,74.3,34.2,100.0,41,10
agua,94,5088,67.9,51.1,100.0,42,10
agua,95,6410,53.2,83.2,100.0,43,10
agua,96,3769,93.4,6.6,100.0,44,10
agua,97,3827,93.5,6.5,100.0,45,11
agua,98,2891,100.0,0.0,100.0,46,11
agua,99,5944,54.7,51.6,100.0,47,11
agua,100,6123,51.3,68.5,100.0,48,11
agua,101,3476,97.7,6.0,100.0,49,12
biscoito,9,16480,74.6,46.3,100.0,9,2
biscoito,10,18654,54.3,62.8,100.0,10,3
biscoito,11,22828,43.6,75.9,100.0,11,3
biscoito,12,13319,72.3,48.6,100.0,12,3
biscoito,13,12849,75.8,38.8,100.0,13,3
biscoito,14,17919,56.5,57.0,100.0,14,3
biscoito,15,18412,55.0,58.7,100.0,15,4
biscoito,16,22444,37.8,75.4,100.0,16,4
biscoito,17,17643,59.4,60.8,100.0,17,4
biscoito,18,14978,74.1,49.5,100.0,18,4
biscoito,19,18556,61.7,55.8,100.0,19,5
biscoito,20,15692,69.1,39.2,100.0,20,5
biscoito,21,14802,73.3,46.8,100.0,21,5
biscoito,22,18983,67.0,57.1,100.0,22,5
biscoito,23,15964,78.0,35.4,100.0,23,6
biscoito,24,23523,50.8,58.3,100.0,24,6
biscoito,25,25672,43.7,71.6,100.0,25,6
biscoito,26,12364,71.9,39.6,100.0,26,6
biscoito,27,18918,52.4,66.8,100.0,27,6
biscoito,28,14459,74.1,37.8,100.0,28,7
biscoito,29,21670,52.7,62.3,100.0,29,7
biscoito,30,21385,52.9,65.6,100.0,30,7
biscoito,31,14721,65.6,52.3,100.0,31,7
biscoito,32,12802,75.4,42.5,100.0,32,8
biscoito,33,14346,66.7,50.1,100.0,33,8
biscoito,34,16289,56.6,58.7,100.0,34,8
biscoito,35,20495,43.7,72.4,100.0,35,8
biscoito,36,13798,62.8,49.7,100.0,36,9
biscoito,37,13999,68.4,42.9,100.0,37,9
biscoito,38,12720,74.4,32.1,100.0,38,9
biscoito,39,18951,52.2,66.0,100.0,39,9
biscoito,40,17314,55.5,61.1,100.0,40,9
biscoito,41,16066,59.4,57.0,100.0,41,10
biscoito,42,14053,63.4,54.3,100.0,42,10
biscoito,43,11416,79.3,26.7,100.0,43,10
biscoito,44,25087,42.6,71.5,100.0,44,10
biscoito,45,22011,49.9,65.4,100.0,45,11
biscoito,46,22001,48.4,66.2,100.0,46,11
biscoito,47,13526,67.9,46.3,100.0,47,11
biscoito,48,17268,54.7,62.9,100.0,48,11
biscoito,49,14119,62.6,52.8,100.0,49,12
biscoito,50,17142,54.3,62.1,100.0,50,12
biscoito,51,18176,57.3,52.9,100.0,51,12
biscoito,52,16675,61.4,55.2,100.0,52,12
biscoito,53,17103,61.4,52.5,100.0,1,1
biscoito,54,18318,63.6,55.4,100.0,2,1
biscoito,55,17418,63.7,53.7,100.0,3,1
biscoito,56,19276,54.7,67.1,100.0,4,1
biscoito,57,14187,66.6,52.1,100.0,5,1
biscoito,58,11318,80.0,36.2,100.0,6,2
biscoito,59,13643,69.5,43.4,100.0,7,2
biscoito,60,17792,51.4,63.2,100.0,8,2
biscoito,61,17041,55.0,64.1,100.0,9,2
biscoito,62,18021,48.9,65.6,100.0,10,3
biscoito,63,23615,38.3,80.9,100.0,11,3
biscoito,64,17093,54.1,65.9,100.0,12,3
biscoito,65,14474,56.1,61.2,100.0,13,3
biscoito,66,21787,46.1,72.9,100.0,14,3
biscoito,67,22437,47.6,71.8,100.0,15,4
biscoito,68,25026,40.5,77.4,100.0,16,4
biscoito,69,12309,71.5,45.7,100.0,17,4
biscoito,70,12430,72.6,51.2,100.0,18,4
biscoito,71,20162,49.1,65.0,100.0,19,5
biscoito,72,17556,56.4,59.8,100.0,20,5
biscoito,73,16157,64.3,55.8,100.0,21,5
biscoito,74,16128,66.1,49.2,100.0,22,5
biscoito,75,15479,70.7,42.2,100.0,23,6
biscoito,76,19035,53.0,64.9,100.0,24,6
biscoito,77,26034,35.1,84.8,100.0,25,6
biscoito,78,14347,66.3,49.9,100.0,26,6
biscoito,79,14032,69.8,50.6,100.0,27,6
biscoito,80,14289,67.0,53.9,100.0,28,7
biscoito,81,22650,43.6,69.1,100.0,29,7
biscoito,82,21773,44.3,71.4,100.0,30,7
biscoito,83,12569,65.1,49.6,100.0,31,7
biscoito,84,10796,75.5,37.4,100.0,32,8
biscoito,85,15459,49.0,63.0,100.0,33,8
biscoito,86,10103,76.9,29.3,100.0,34,8
biscoito,87,21839,40.0,75.9,100.0,35,8
biscoito,88,16965,54.0,61.4,100.0,36,9
biscoito,89,13506,74.6,35.3,100.0,37,9
biscoito,90,14407,73.8,34.1,100.0,38,9
biscoito,91,23367,44.2,70.6,100.0,39,9
biscoito,92,18671,49.0,64.7,100.0,40,9
biscoito,93,20018,46.4,70.2,100.0,41,10
biscoito,94,24215,37.7,74.4,100.0,42,10
biscoito,95,12980,71.7,32.2,100.0,43,10
biscoito,96,14972,63.7,47.2,100.0,44,10
biscoito,97,24739,41.2,77.3,100.0,45,11
biscoito,98,22714,43.4,73.9,100.0,46,11
biscoito,99,22335,44.0,73.5,100.0,47,11
biscoito,100,21297,38.6,78.8,100.0,48,11
biscoito,101,11385,76.1,35.0,100.0,49,12
cafe,9,2339,48.4,76.9,100.0,9,2
cafe,10,596,100.0,0.0,100.0,10,3
cafe,11,466,100.0,0.0,100.0,11,3
cafe,12,2766,16.3,87.1,100.0,12,3
cafe,13,2659,44.2,83.6,100.0,13,3
cafe,14,1379,86.2,62.0,100.0,14,3
cafe,15,3620,34.2,81.8,100.0,15,4
cafe,16,3507,33.8,84.3,100.0,16,4
cafe,17,862,100.0,0.0,100.0,17,4
cafe,18,3294,28.8,71.9,100.0,18,4
cafe,19,2684,51.7,70.6,100.0,19,5
cafe,20,1048,100.0,0.0,100.0,20,5
cafe,21,1728,58.6,60.9,100.0,21,5
cafe,22,2562,46.3,70.0,100.0,22,5
cafe,23,1131,100.0,0.0,100.0,23,6
cafe,24,741,100.0,0.0,100.0,24,6
cafe,25,2013,38.0,70.4,100.0,25,6
cafe,26,5124,18.2,92.2,100.0,26,6
cafe,27,2058,62.9,51.3,100.0,27,6
cafe,28,2156,58.4,53.7,100.0,28,7
cafe,29,4893,29.8,91.8,100.0,29,7
cafe,30,3148,46.7,69.9,100.0,30,7
cafe,31,1072,100.0,0.0,100.0,31,7
cafe,32,2751,28.0,84.8,100.0,32,8
cafe,33,1434,72.1,59.7,100.0,33,8
cafe,34,1138,100.0,0.0,100.0,34,8
cafe,35,1348,80.3,63.4,100.0,35,8
cafe,36,1750,60.2,41.1,100.0,36,9
cafe,37,1300,73.5,65.8,100.0,37,9
cafe,38,676,100.0,0.0,100.0,38,9
cafe,39,2129,47.3,69.8,100.0,39,9
cafe,40,3645,30.1,84.5,100.0,40,9
cafe,41,886,100.0,0.0,100.0,41,10
cafe,42,679,100.0,0.0,100.0,42,10
cafe,43,1994,39.8,79.7,100.0,43,10
cafe,44,694,100.0,0.0,100.0,44,10
cafe,45,2270,45.0,79.7,100.0,45,11
cafe,46,3471,30.1,72.1,100.0,46,11
cafe,47,2703,41.8,78.7,100.0,47,11
cafe,48,1888,66.3,37.6,100.0,48,11
cafe,49,915,100.0,0.0,100.0,49,12
cafe,50,1603,75.0,59.8,100.0,50,12
cafe,51,1287,100.0,0.0,100.0,51,12
cafe,52,3046,42.8,75.9,100.0,52,12
cafe,53,1150,100.0,0.0,100.0,1,1
cafe,54,1732,86.2,49.9,100.0,2,1
cafe,55,1809,81.6,24.3,100.0,3,1
cafe,56,1623,82.1,53.2,100.0,4,1
cafe,57,1638,77.1,61.4,100.0,5,1
cafe,58,1123,96.3,9.1,100.0,6,2
cafe,59,1003,100.0,0.0,100.0,7,2
cafe,60,3165,45.1,72.7,100.0,8,2
cafe,61,4081,42.9,73.3,100.0,9,2
cafe,62,1358,100.0,0.0,100.0,10,3
cafe,63,1045,98.7,2.2,100.0,11,3
cafe,64,909,94.1,11.8,100.0,12,3
cafe,65,632,100.0,0.0,100.0,13,3
cafe,66,756,100.0,0.0,100.0,14,3
cafe,67,2373,40.7,78.0,100.0,15,4
cafe,68,3987,26.6,87.1,100.0,16,4
cafe,69,2815,37.5,80.9,100.0,17,4
cafe,70,2943,26.7,81.3,100.0,18,4
cafe,71,1499,63.2,57.8,100.0,19,5
cafe,72,859,100.0,0.0,100.0,20,5
cafe,73,681,100.0,0.0,100.0,21,5
cafe,74,4261,25.0,88.4,100.0,22,5
cafe,75,1061,100.0,0.0,100.0,23,6
cafe,76,673,100.0,0.0,100.0,24,6
cafe,77,1665,45.9,71.4,100.0,25,6
cafe,78,1091,100.0,0.0,100.0,26,6
cafe,79,900,100.0,0.0,100.0,27,6
cafe,80,2486,39.2,82.7,100.0,28,7
cafe,81,868,100.0,0.0,100.0,29,7
cafe,82,2986,27.2,73.4,100.0,30,7
cafe,83,902,100.0,0.0,100.0,31,7
cafe,84,2668,52.2,60.7,100.0,32,8
cafe,85,3028,40.1,71.5,100.0,33,8
cafe,86,876,100.0,0.0,100.0,34,8
cafe,87,3557,32.4,82.3,100.0,35,8
cafe,88,3580,35.8,81.7,100.0,36,9
cafe,89,846,100.0,0.0,100.0,37,9
cafe,90,2856,26.1,76.7,100.0,38,9
cafe,91,757,100.0,0.0,100.0,39,9
cafe,92,5531,22.9,90.3,100.0,40,9
cafe,93,1303,100.0,0.0,100.0,41,10
cafe,94,1018,100.0,0.0,100.0,42,10
cafe,95,1015,100.0,0.0,100.0,43,10
cafe,96,2561,42.1,76.0,100.0,44,10
cafe,97,3463,37.8,72.2,100.0,45,11
cafe,98,3428,36.0,73.0,100.0,46,11
cafe,99,1446,74.3,27.9,100.0,47,11
cafe,100,1331,72.7,31.3,100.0,48,11
cafe,101,1007,99.9,0.1,100.0,49,12
cerveja,9,4833,100.0,0.0,100.0,9,2
cerveja,10,5679,83.0,28.9,100.0,10,3
cerveja,11,5800,79.7,33.4,100.0,11,3
cerveja,12,4724,100.0,0.0,100.0,12,3
cerveja,13,4722,100.0,0.0,100.0,13,3
cerveja,14,4734,100.0,0.0,100.0,14,3
cerveja,15,5585,91.3,15.7,100.0,15,4
cerveja,16,4857,89.9,17.9,100.0,16,4
cerveja,17,4945,100.0,0.0,100.0,17,4
cerveja,18,4897,100.0,0.0,100.0,18,4
cerveja,19,4802,100.0,0.0,100.0,19,5
cerveja,20,4534,100.0,0.0,100.0,20,5
cerveja,21,4217,100.0,0.0,100.0,21,5
cerveja,22,4326,100.0,0.0,100.0,22,5
cerveja,23,4400,100.0,0.0,100.0,23,6
cerveja,24,5190,92.7,13.9,100.0,24,6
cerveja,25,5027,92.5,14.3,100.0,25,6
cerveja,26,4422,100.0,0.0,100.0,26,6
cerveja,27,4317,100.0,0.0,100.0,27,6
cerveja,28,4520,100.0,0.0,100.0,28,7
cerveja,29,4292,100.0,0.0,100.0,29,7
cerveja,30,4098,100.0,0.0,100.0,30,7
cerveja,31,3752,100.0,0.0,100.0,31,7
cerveja,32,4268,85.1,22.6,100.0,32,8
cerveja,33,3792,93.6,8.0,100.0,33,8
cerveja,34,3695,90.4,12.0,100.0,34,8
cerveja,35,4378,78.3,31.6,100.0,35,8
cerveja,36,4779,72.0,42.1,100.0,36,9
cerveja,37,3903,90.5,11.0,100.0,37,9
cerveja,38,3341,100.0,0.0,100.0,38,9
cerveja,39,3925,87.5,18.1,100.0,39,9
cerveja,40,3919,82.9,24.5,100.0,40,9
cerveja,41,4615,79.3,31.9,100.0,41,10
cerveja,42,3760,95.5,5.4,100.0,42,10
cerveja,43,4427,87.0,22.0,100.0,43,10
cerveja,44,4522,85.7,25.6,100.0,44,10
cerveja,45,4980,79.7,35.9,100.0,45,11
cerveja,46,4488,85.2,24.9,100.0,46,11
cerveja,47,3989,84.1,19.8,100.0,47,11
cerveja,48,3528,100.0,0.0,100.0,48,11
cerveja,49,4840,78.1,36.3,100.0,49,12
cerveja,50,3619,98.5,2.4,100.0,50,12
cerveja,51,4521,86.6,22.1,100.0,51,12
cerveja,52,3759,97.9,4.8,100.0,52,12
cerveja,53,3861,100.0,0.0,100.0,1,1
cerveja,54,4097,90.9,15.2,100.0,2,1
cerveja,55,3679,98.9,1.3,100.0,3,1
cerveja,56,3706,89.4,12.9,100.0,4,1
cerveja,57,3869,100.0,0.0,100.0,5,1
cerveja,58,4013,100.0,0.0,100.0,6,2
cerveja,59,4454,92.9,16.1,100.0,7,2
cerveja,60,4220,100.0,0.0,100.0,8,2
cerveja,61,4660,89.3,19.9,100.0,9,2
cerveja,62,4913,90.4,19.5,100.0,10,3
cerveja,63,5131,84.5,25.5,100.0,11,3
cerveja,64,4303,100.0,0.0,100.0,12,3
cerveja,65,4060,100.0,0.0,100.0,13,3
cerveja,66,5734,78.2,33.7,100.0,14,3
cerveja,67,5140,92.7,14.4,100.0,15,4
cerveja,68,5456,86.9,20.1,100.0,16,4
cerveja,69,4955,93.1,8.9,100.0,17,4
cerveja,70,4659,99.5,0.5,100.0,18,4
cerveja,71,4458,96.7,5.4,100.0,19,5
cerveja,72,4409,100.0,0.0,100.0,20,5
cerveja,73,5346,82.5,27.8,100.0,21,5
cerveja,74,4674,93.7,8.2,100.0,22,5
cerveja,75,4697,98.4,3.9,100.0,23,6
cerveja,76,5320,91.0,16.9,100.0,24,6
cerveja,77,5341,87.7,20.6,100.0,25,6
cerveja,78,4626,97.0,3.3,100.0,26,6
cerveja,79,4481,91.3,10.2,100.0,27,6
cerveja,80,4755,85.2,19.2,100.0,28,7
cerveja,81,4607,88.9,19.9,100.0,29,7
cerveja,82,3819,98.8,2.4,100.0,30,7
cerveja,83,4147,91.1,15.5,100.0,31,7
cerveja,84,3525,98.6,2.1,100.0,32,8
cerveja,85,4009,86.9,22.2,100.0,33,8
cerveja,86,3945,86.8,22.6,100.0,34,8
cerveja,87,4970,69.8,43.4,100.0,35,8
cerveja,88,3837,87.6,19.1,100.0,36,9
cerveja,89,3754,91.6,10.1,100.0,37,9
cerveja,90,4383,74.4,35.8,100.0,38,9
cerveja,91,3931,82.0,26.8,100.0,39,9
cerveja,92,3392,86.3,17.3,100.0,40,9
cerveja,93,4148,82.8,25.3,100.0,41,10
cerveja,94,4198,84.8,25.0,100.0,42,10
cerveja,95,4185,89.2,12.3,100.0,43,10
cerveja,96,4771,80.8,33.5,100.0,44,10
cerveja,97,4874,80.2,33.2,100.0,45,11
cerveja,98,4231,88.1,21.2,100.0,46,11
cerveja,99,3727,86.0,24.4,100.0,47,11
cerveja,100,3386,92.0,8.4,100.0,48,11
cerveja,101,3678,85.2,24.0,100.0,49,12
cha,9,32,100.0,0.0,100.0,9,2
cha,10,22,100.0,0.0,100.0,10,3
cha,11,19,100.0,0.0,100.0,11,3
cha,12,18,100.0,0.0,100.0,12,3
cha,13,12,100.0,0.0,100.0,13,3
cha,14,42,100.0,0.0,100.0,14,3
cha,15,83,100.0,0.0,100.0,15,4
cha,16,66,100.0,0.0,100.0,16,4
cha,17,55,100.0,0.0,100.0,17,4
cha,18,56,100.0,0.0,100.0,18,4
cha,19,54,100.0,0.0,100.0,19,5
cha,20,26,100.0,0.0,100.0,20,5
cha,21,20,100.0,0.0,100.0,21,5
cha,22,3967,1.6,99.5,100.0,22,5
cha,23,63,100.0,0.0,100.0,23,6
cha,24,56,100.0,0.0,100.0,24,6
cha,25,54,100.0,0.0,100.0,25,6
cha,26,29,100.0,0.0,100.0,26,6
cha,27,31,100.0,0.0,100.0,27,6
cha,28,19,100.0,0.0,100.0,28,7
cha,29,15,100.0,0.0,100.0,29,7
cha,30,107,100.0,0.0,100.0,30,7
cha,31,431,100.0,0.0,100.0,31,7
cha,32,626,100.0,0.0,100.0,32,8
cha,33,632,100.0,0.0,100.0,33,8
cha,34,478,100.0,0.0,100.0,34,8
cha,35,404,100.0,0.0,100.0,35,8
cha,36,367,100.0,0.0,100.0,36,9
cha,37,308,100.0,0.0,100.0,37,9
cha,38,226,100.0,0.0,100.0,38,9
cha,39,163,100.0,0.0,100.0,39,9
cha,40,150,100.0,0.0,100.0,40,9
cha,41,108,100.0,0.0,100.0,41,10
cha,42,88,100.0,0.0,100.0,42,10
cha,43,79,100.0,0.0,100.0,43,10
cha,44,57,100.0,0.0,100.0,44,10
cha,45,31,100.0,0.0,100.0,45,11
cha,46,26,100.0,0.0,100.0,46,11
cha,47,21,100.0,0.0,100.0,47,11
cha,48,14,100.0,0.0,100.0,48,11
cha,49,57,100.0,0.0,100.0,49,12
cha,50,81,100.0,0.0,100.0,50,12
cha,51,101,100.0,0.0,100.0,51,12
cha,52,80,100.0,0.0,100.0,52,12
cha,53,66,100.0,0.0,100.0,1,1
cha,54,47,100.0,0.0,100.0,2,1
cha,55,32,100.0,0.0,100.0,3,1
cha,56,22,100.0,0.0,100.0,4,1
cha,57,25,100.0,0.0,100.0,5,1
cha,58,33,100.0,0.0,100.0,6,2
cha,59,72,100.0,0.0,100.0,7,2
cha,60,52,100.0,0.0,100.0,8,2
cha,61,35,100.0,0.0,100.0,9,2
cha,62,27,100.0,0.0,100.0,10,3
cha,63,22,100.0,0.0,100.0,11,3
cha,64,17,100.0,0.0,100.0,12,3
cha,65,53,100.0,0.0,100.0,13,3
cha,66,131,100.0,0.0,100.0,14,3
cha,67,77,100.0,0.0,100.0,15,4
cha,68,58,100.0,0.0,100.0,16,4
cha,69,31,100.0,0.0,100.0,17,4
cha,70,151,86.8,17.2,100.0,18,4
cha,71,120,100.0,0.0,100.0,19,5
cha,72,92,100.0,0.0,100.0,20,5
cha,73,57,100.0,0.0,100.0,21,5
cha,74,73,100.0,0.0,100.0,22,5
cha,75,148,100.0,0.0,100.0,23,6
cha,76,994,40.1,61.6,100.0,24,6
cha,77,947,38.3,63.4,100.0,25,6
cha,78,228,100.0,0.0,100.0,26,6
cha,79,134,100.0,0.0,100.0,27,6
cha,80,104,100.0,0.0,100.0,28,7
cha,81,68,100.0,0.0,100.0,29,7
cha,82,80,100.0,0.0,100.0,30,7
cha,83,102,100.0,0.0,100.0,31,7
cha,84,101,100.0,0.0,100.0,32,8
cha,85,80,100.0,0.0,100.0,33,8
cha,86,63,100.0,0.0,100.0,34,8
cha,87,154,100.0,0.0,100.0,35,8
cha,88,143,100.0,0.0,100.0,36,9
cha,89,151,100.0,0.0,100.0,37,9
cha,90,179,100.0,0.0,100.0,38,9
cha,91,158,100.0,0.0,100.0,39,9
cha,92,151,100.0,0.0,100.0,40,9
cha,93,201,100.0,0.0,100.0,41,10
cha,94,459,100.0,0.0,100.0,42,10
cha,95,404,100.0,0.0,100.0,43,10
cha,96,367,100.0,0.0,100.0,44,10
cha,97,213,100.0,0.0,100.0,45,11
cha,98,85,100.0,0.0,100.0,46,11
cha,99,78,100.0,0.0,100.0,47,11
cha,100,97,100.0,0.0,100.0,48,11
cha,101,155,100.0,0.0,100.0,49,12
chocolate_doce,9,14104,70.6,35.2,100.0,9,2
chocolate_doce,10,8824,93.9,11.7,100.0,10,3
chocolate_doce,11,15451,59.7,56.5,100.0,11,3
chocolate_doce,12,12041,76.0,30.7,100.0,12,3
chocolate_doce,13,12102,71.8,32.9,100.0,13,3
chocolate_doce,14,13441,65.7,43.1,100.0,14,3
chocolate_doce,15,10679,99.1,5.0,100.0,15,4
chocolate_doce,16,10574,88.4,16.9,100.0,16,4
chocolate_doce,17,10704,86.0,21.1,100.0,17,4
chocolate_doce,18,18385,51.7,61.3,100.0,18,4
chocolate_doce,19,15764,66.9,48.8,100.0,19,5
chocolate_doce,20,13385,72.9,44.9,100.0,20,5
chocolate_doce,21,14777,66.8,48.5,100.0,21,5
chocolate_doce,22,16799,64.5,47.9,100.0,22,5
chocolate_doce,23,13634,68.2,40.8,100.0,23,6
chocolate_doce,24,10419,90.1,25.4,100.0,24,6
chocolate_doce,25,11040,79.1,38.1,100.0,25,6
chocolate_doce,26,21167,52.1,63.6,100.0,26,6
chocolate_doce,27,14517,79.2,21.6,100.0,27,6
chocolate_doce,28,13220,87.5,14.5,100.0,28,7
chocolate_doce,29,15325,72.1,39.3,100.0,29,7
chocolate_doce,30,12803,76.8,28.1,100.0,30,7
chocolate_doce,31,13583,71.2,37.1,100.0,31,7
chocolate_doce,32,15126,64.9,42.0,100.0,32,8
chocolate_doce,33,11375,65.5,51.6,100.0,33,8
chocolate_doce,34,18759,45.0,74.3,100.0,34,8
chocolate_doce,35,9591,92.5,8.0,100.0,35,8
chocolate_doce,36,11765,65.0,52.0,100.0,36,9
chocolate_doce,37,18697,38.9,74.0,100.0,37,9
chocolate_doce,38,12448,59.6,56.6,100.0,38,9
chocolate_doce,39,11794,65.6,49.0,100.0,39,9
chocolate_doce,40,14687,49.4,62.3,100.0,40,9
chocolate_doce,41,7421,89.9,12.9,100.0,41,10
chocolate_doce,42,14832,53.8,64.7,100.0,42,10
chocolate_doce,43,16534,50.0,71.0,100.0,43,10
chocolate_doce,44,13202,81.5,24.3,100.0,44,10
chocolate_doce,45,12135,93.5,7.1,100.0,45,11
chocolate_doce,46,12851,79.9,31.2,100.0,46,11
chocolate_doce,47,10098,90.0,12.1,100.0,47,11
chocolate_doce,48,11162,72.5,39.3,100.0,48,11
chocolate_doce,49,18064,56.2,66.5,100.0,49,12
chocolate_doce,50,11681,90.0,11.0,100.0,50,12
chocolate_doce,51,12470,85.2,18.5,100.0,51,12
chocolate_doce,52,16689,66.5,48.3,100.0,52,12
chocolate_doce,53,14938,79.8,26.1,100.0,1,1
chocolate_doce,54,12697,89.1,11.8,100.0,2,1
chocolate_doce,55,20436,64.9,51.4,100.0,3,1
chocolate_doce,56,18963,61.3,54.8,100.0,4,1
chocolate_doce,57,11530,84.2,20.4,100.0,5,1
chocolate_doce,58,21959,46.3,62.6,100.0,6,2
chocolate_doce,59,21724,59.8,52.7,100.0,7,2
chocolate_doce,60,21207,64.3,51.6,100.0,8,2
chocolate_doce,61,29016,50.2,74.1,100.0,9,2
chocolate_doce,62,15084,92.6,11.4,100.0,10,3
chocolate_doce,63,22236,60.1,56.2,100.0,11,3
chocolate_doce,64,21879,64.5,45.0,100.0,12,3
chocolate_doce,65,17923,66.3,45.9,100.0,13,3
chocolate_doce,66,15094,82.3,19.4,100.0,14,3
chocolate_doce,67,21576,59.5,62.0,100.0,15,4
chocolate_doce,68,21164,58.5,63.1,100.0,16,4
chocolate_doce,69,11024,100.0,0.0,100.0,17,4
chocolate_doce,70,14731,76.1,36.9,100.0,18,4
chocolate_doce,71,15196,76.2,35.8,100.0,19,5
chocolate_doce,72,14599,88.0,12.5,100.0,20,5
chocolate_doce,73,20838,64.3,54.6,100.0,21,5
chocolate_doce,74,18843,66.7,53.5,100.0,22,5
chocolate_doce,75,20783,59.0,63.0,100.0,23,6
chocolate_doce,76,17554,65.9,40.9,100.0,24,6
chocolate_doce,77,17044,63.3,46.8,100.0,25,6
chocolate_doce,78,13306,79.2,22.9,100.0,26,6
chocolate_doce,79,17921,64.8,47.3,100.0,27,6
chocolate_doce,80,13651,83.9,21.8,100.0,28,7
chocolate_doce,81,13461,78.8,27.0,100.0,29,7
chocolate_doce,82,19151,61.9,53.1,100.0,30,7
chocolate_doce,83,21689,53.6,62.6,100.0,31,7
chocolate_doce,84,16569,69.2,36.5,100.0,32,8
chocolate_doce,85,13431,73.4,38.0,100.0,33,8
chocolate_doce,86,13406,70.7,44.6,100.0,34,8
chocolate_doce,87,14190,61.1,55.4,100.0,35,8
chocolate_doce,88,12253,73.3,45.7,100.0,36,9
chocolate_doce,89,15449,64.2,58.7,100.0,37,9
chocolate_doce,90,14594,68.3,47.9,100.0,38,9
chocolate_doce,91,21180,49.3,70.9,100.0,39,9
